exp_id	parent_exp	depth	path	specialist	status	core_metric	delta_vs_best	hypothesis
145	025	4	000/007/020/025/145	opt	discard	0.212000	-0.012100	Raise --embedding-lr from 0.3→0.4 (+33%) on clean exp_025 base (window=L, ratio=130, 0.2241): the wte input embedding and value_embeds (at 0.5× embedding_lr) have never had their LR tuned across all 25+ opt experiments. Higher embedding LR could accelerate token representation learning — the embedding is the input interface to all 12 transformer layers and its gradient signal compounds through the entire network.
146	025	4	000/007/020/025/146	data	discard	0.209600	-0.014500	Round-robin multi-file interleaving in _document_batches: instead of exhausting one parquet file before the next, read one RG from each file in turn, cycling across all ~168 training shards. At ratio=130 (~1.4 epochs), every buffer fill draws from many corpus sections simultaneously, eliminating long-range within-file correlations. Different from exp_069 (staggered start-file per rank but sequential within) and exp_100 (shuffled RG order within one file).
147	025	4	000/007/020/025/147	arch	train_budget_overrun			Differential Attention (DIFF Transformer ICLR 2025): split Q,K into halves (D//2=64), batch both groups into ONE flash_attn call (2H=12 half-dim heads, v duplicated) to avoid 2× kernel-launch overhead that caused exp_143 timeout. y=y1-λ*y2, per-head λ initialized 0.20→0.67 (paper formula), trained with AdamW. ISO-parameter, effectively ISO-FLOP. On clean exp_025 base (window=L, ratio=130, head_dim=128).
148	025	4	000/007/020/025/148	sched	discard	0.207400	-0.016700	Targeted AdamW β₂ ramp in last 10% of training only (step 90%→100%), from initial values (0.95–0.996) linearly to 0.999. exp_139 tried this over the full 65% warmdown (step 35%→100%) and got −0.002 within noise. Concentrating the increase in the final ~2700 steps (where LR is 5–15% of peak) is more targeted: at very low LR, gradient fluctuations dominate second-moment updates, making a slower EMA (higher β₂) most valuable. Clean rebase from exp_025.
149	025	4	000/007/020/025/149	opt	discard	0.208000	-0.016100	Reduce Muon Polar Express ns_steps from 5→4 on clean exp_025 base (window=L, ratio=130): with 4 iterations SVs converge to ~99% of unit vs 99.9% with 5, preserving more gradient SV structure so dominant directions get proportionally stronger updates. Opposite direction from failed exp_049 (5→7 was worse; 5→4 is unexplored).
150	025	4	000/007/020/025/150	sys	discard	0.203000	-0.021100	Add fullgraph=True to torch.compile(model) in base_train.py: forward is fully traceable (all conditionals are compile-time constants with dynamic=False), matching the existing compilation style of adamw_step_fused and muon_step_fused (both already use fullgraph=True). Eliminates any hidden graph breaks in the model forward, enabling better cross-op kernel fusion and consistent single-graph compilation of model + optimizer.
151	025	4	000/007/020/025/151	data	discard	0.196000	-0.028100	Paragraph splitting for long documents before BOS-bestfit packing: documents >7000 chars (~2100 tokens at 3.3 ch/tok) are split at \\n\\n boundaries into semantically complete paragraphs (each ≥300 chars), each treated as an independent BOS-prefixed document. Recovers tail content from long documents otherwise discarded by best-fit cropping, while keeping splits at natural paragraph boundaries (not arbitrary byte-level cuts like exp_060/135).
152	025	4	000/007/020/025/152	arch	discard	0.196900	-0.027200	Add V-norm (normalize value vectors to unit RMS per head after VE mixing, before attention): Q and K are already normalized; V-norm completes QKV normalization, decouples attention output scale from c_v init, and makes each head output ≈ unit-scale (attn weights sum to 1, each v is unit RMS). Zero extra params, negligible compute. Motivated by HybridNorm / QKV-norm literature (2025).
153	025	4	000/007/020/025/153	sched	discard	0.210300	-0.013800	Raise Muon momentum warmdown endpoint from 0.90→0.93 on clean exp_025 base (window=L, ratio=130): prior data — 0.85=-0.022, 0.90=best(0.2241), 0.97_const=-0.014 — shows a valley at 0.90. 0.93 (less reduction, 0.04 delta vs 0.07) is the only untested point in the less-penalized direction. Single-line code change in get_muon_momentum.
154	025	4	000/007/020/025/154	opt	discard	0.207700	-0.016400	Set resid_lambdas weight_decay from 0.05→0.0 on clean exp_025 base: resid_lambdas initialize at 1.05-1.15 but AdamW WD decays toward 0, creating a bias below true optimum (at optimum the gradient≈0 so WD is uncontested). Removing WD lets them converge to their true optimal values.
155	025	4	000/007/020/025/155	data	discard	0.201300	-0.022800	Revert exp_151 paragraph splitting (hurt −0.028) and reduce best-fit buffer_size from 1000→100: smaller buffer means docs in each batch come from a narrower corpus window (~100K vs ~2M chars), creating more locally-coherent gradient signal. Observed pattern: buffer 1000→2000 gave −0.025 (exp_056), consistent with larger buffer = more temporal mixing = noisier gradients. Going below 1000 for the first time to test the opposite direction.
156	025	4	000/007/020/025/156	arch	keep	0.224400	+0.000300	Add learnable logit_bias (32768 params, zero-init) applied after lm_head before softcap, on clean exp_025 base (V-norm from exp_152 removed). Decouples unigram token prior from residual stream: model can learn to suppress rare/never-seen tokens without wasting a residual direction on base-rate distribution. Inspired by modded-nanogpt speedrun 'logit shift' technique. Training duration unchanged (excluded from scaling_params like VE).
161	156	5	000/007/020/025/156/161	arch	discard	0.198500	-0.025900	Add learnable per-feature output norm scale (ln_f_scale, 768 params, ones-init) applied after final RMSNorm before lm_head. Targeted variant of exp_072 (all-norms, −0.012): output norm is the only site where a learnable scale adds expressiveness without competing with attention QK dynamics or MLP c_fc gradients. Gives lm_head a direct 'feature importance' gradient path that AdamW on lm_head weights alone cannot provide as efficiently.
162	156	5	000/007/020/025/156/162	arch	preflight_crash			Add learnable per-layer attention temperature (qk_scale, 12 params, init=1.2) in CausalSelfAttention: replace hardcoded q*1.2/k*1.2 with learned per-layer scalar. Routed to AdamW (not Muon) at lr=0.01. Each layer learns its optimal attention sharpness; earlier layers may soften while later layers sharpen. exp_036 tried per-head per-layer (72 params, -0.024) — this is 6x more constrained and more stable.
163	156	5	000/007/020/025/156/163	sys	train_budget_overrun			Skip all intermediate val_bpb (eval-every=-1) and CORE evals (core-metric-every=99999, final still triggers via last_step) to reclaim ~20 min of eval overhead at ratio=130, redirecting that budget to 42% more training tokens (ratio 130→185). On exp_156 base (logit_bias). Estimated: 81.8 min pure training + 1 min final CORE ≈ 83 min total.
165	156	5	000/007/020/025/156/165	opt	discard	0.218800	-0.005600	Raise logit_bias LR from 0.008 (unembedding_lr) to 0.04 and beta2 from 0.96 to 0.99 on exp_156 base: logit_bias targets the near-stationary log-unigram prior, so 5x faster LR lets it converge early and free residual capacity for the conditional distribution; smoother beta2=0.99 gives well-calibrated steps throughout.
166	156	5	000/007/020/025/156/166	data	discard	0.205500	-0.018900	Increase BOS-bestfit buffer_size 1000→4000 on clean exp_156 base: 4× more candidates dramatically increases probability of finding a short doc to fill small remaining row slots, reducing the ~35% token crop rate. More complete documents seen per step improves training signal quality. CPU overhead stays well below GPU step time (~20ms vs ~170ms/step). Previous buffer tests (exp_155 buf=100, exp_160 buf=1000) were on a dirty baseline; this is the first clean test at 4000.
167	156	5	000/007/020/025/156/167	arch	discard	0.207500	-0.016900	Add learnable per-layer attention temperature (qk_scale, 12 params, init=1.2) in CausalSelfAttention: replace hardcoded q*1.2/k*1.2 with learned per-layer scalar cast to activation dtype. Routed to AdamW (not Muon) at lr=0.01. Each layer learns its optimal attention sharpness; earlier layers may soften while later layers sharpen. exp_036 tried per-head per-layer (72 params, -0.024) — this is 6x more constrained and more stable.
168	156	5	000/007/020/025/156/168	sys	discard	0.210500	-0.013900	Skip all intermediate val_bpb (eval-every=-1) and CORE evals (core-metric-every=99999) to reclaim eval overhead, redirecting budget to 25% more training tokens (ratio 130→162). On exp_156 base (logit_bias). Calibrated from exp_163 overrun at ratio=185; ratio=162 estimated ~79 min total.
169	156	5	000/007/020/025/156/169	opt	discard	0.209900	-0.014500	Apply C-AdamW cautious masking to adamw_step_fused: only update elements where exp_avg and grad agree in sign (mask = exp_avg * grad >= 0). Based on exp_156 (ratio=130, logit_bias). Prevents Adam from taking steps the current gradient contradicts; paper shows consistent LLM pretraining speedup.
171	156	5	000/007/020/025/156/171	sys	discard	0.208300	-0.016100	Skip val_bpb evals (eval-every=-1, saves ~7-8 min) and redirect budget to ratio 130→140 (+7.7% tokens) on clean exp_156 base. val_bpb is diagnostic only and doesn't affect training dynamics. CORE evals retained at core-metric-every=2000. Estimated wall ~84 min.
172	156	5	000/007/020/025/156/172	data	discard	0.201600	-0.022800	Clip documents to row_capacity (T+1=2049 tokens) before buffering: docs longer than row_capacity can NEVER be placed whole in any row position (remaining space ≤ row_capacity always), so they accumulate as zombie buffer slots — only exiting when they happen to be the shortest doc in the buffer and get cropped to a tiny random prefix fragment. Pre-clipping converts these zombies into valid full-row-filler docs that are placed at pos=0 of a fresh row in clean complete BOS context (model sees first 2048 tokens of each long doc). Improves buffer diversity by eliminating dead slots; reduces pathological tiny-crop events. Rebased clean from exp_156.
173	156	5	000/007/020/025/156/173	arch	discard	0.206400	-0.018000	Key offset in attention: second half of each head's key dims at position t ← position t-1's key values (after QK-norm+scale). Creates (current, prev-token) composite keys that architecturally enable induction-head patterns without any learned parameters. Zero-param change; causally valid; skipped for T=1 decode. Inspired by modded-nanogpt Record 58+ architecture.
174	156	5	000/007/020/025/156/174	sched	discard	0.207800	-0.016600	Change final-lr-frac from 0.05→0.0 on clean exp_156 base: true linear decay-to-zero for the 65% warmdown phase, motivated by arXiv:2502.15938 showing linear D2Z consistently outperforms other schedules at compute-optimal training.
175	156	5	000/007/020/025/156/175	opt	discard	0.216400	-0.008000	Raise lm_head and logit_bias AdamW beta2 from 0.96→0.98 on clean exp_156 base: lm_head receives cross-entropy gradients over 32K vocab, making its second moment noisy batch-to-batch; beta2=0.98 gives 50-step EMA window vs 25 steps at 0.96, stabilizing adaptive step sizes. Logit_bias shares the output pathway so gets the same change for consistency. Embeddings already use 0.995; lm_head at 0.98 bridges the gap.
176	156	5	000/007/020/025/156/176	arch	discard	0.204000	-0.020400	Replace relu^2 MLP with SwiGLU (8/3 expansion, same param+FLOP count): 3*(n_embd*(8/3)*n_embd) = 2*(n_embd*4*n_embd) = 8*n_embd^2. Also reverts discarded exp_173 key-offset code. Gating adds multiplicative capacity at zero extra cost.
177	156	5	000/007/020/025/156/177	data	discard	0.203400	-0.021000	Mask loss at cross-document boundary positions (set target=-1, ignore_index=-1 in gpt.py): the last token of each packed doc no longer predicts the next BOS. This removes ~0.3% of tokens from training (the artificial "end-of-doc-A → BOS" transitions) to prevent the model from learning patterns that never appear at inference. Also reverts exp_172's harmful document clipping. Motivated by arxiv:2402.13991 (intra-document causal masking improves downstream quality).
178	156	5	000/007/020/025/156/178	sys	discard	0.203100	-0.021300	Add mode="max-autotune-no-cudagraphs" to torch.compile: Inductor benchmarks GEMM/attention kernel implementations for our fixed shapes (768-dim, 2048-seq, 32 DBS) and selects the fastest, targeting 5-15% per-step speedup on GPU BF16. Restored ratio=130 and eval-every=250 to match exp_156 conditions exactly (ratio=140 trials consistently degrade quality due to logit_bias overfitting at longer horizons).
179	156	5	000/007/020/025/156/179	sched	discard	0.206200	-0.018200	Add AdamW β₂ warmdown (initial→0.999 linearly during warmdown) on clean exp_156 base: at low LR, gradient noise dominates and higher β₂ smooths variance estimates. Stores initial_beta2 per group at optimizer creation, then ramps each AdamW group's β₂ toward 0.999 over the 65% warmdown phase. Also restores final-lr-frac 0.0→0.05 (revert exp_174). exp_139 tested this from exp_025 (−0.002, closest-to-threshold discard); testing from exp_156 with logit_bias group (β₂=0.96) which is new and may interact differently during convergence.
180	156	5	000/007/020/025/156/180	opt	discard	0.201000	-0.023400	Remove cautious WD mask from muon_step_fused: switch from mask=(g*params>=0) gated WD to standard decoupled WD. Post-Polar Express, the orthogonalized gradient direction is less informative for sign-agreement tests than raw gradients, making unconditional WD cleaner and more principled.
181	156	5	000/007/020/025/156/181	arch	discard	0.200000	-0.024400	Extend value embeddings (VE/ResFormer) from alternating 6 layers to all 12 layers: change has_ve() to always return True, so every attention block gets direct token-identity in the value stream (not just layers 1,3,5,7,9,11). Also reverts SwiGLU regression from exp_176 back to relu^2 MLP. VE params excluded from scaling_params so training token count unchanged (ratio=130 still drives iterations). Clean exp_156 base.
182	156	5	000/007/020/025/156/182	data	discard	0.191800	-0.032600	Revert exp_177's cross-document boundary loss masking: remove all_bos_positions tracking + cpu_targets masking loop from dataloader.py. exp_177 masked 0.3% of tokens at doc boundaries (set target=-1 before each non-first BOS) to avoid learning "last_tok_of_doc → BOS" patterns, but that experiment scored 0.2034 vs best 0.2244 (−0.021). Removing the masking restores pure BOS-bestfit packing on clean exp_156 base.
183	156	5	000/007/020/025/156/183	sys	discard	0.211300	-0.013100	Revert max-autotune-no-cudagraphs compile regression (exp_178 added it, −0.021 vs exp_156). PyTorch 2.9.1 Inductor already auto-fuses BF16 cast+matmul (prologue fusion) and relu^2 epilogue by default — no manual config needed. The autotune mode added ~3 min kernel-benchmarking overhead and consistently regressed quality across exp_083/120/178 (each ~−0.020), likely by reducing effective training steps. Default torch.compile(dynamic=False) restores the proven exp_156 compile config.
184	156	5	000/007/020/025/156/184	sched	discard	0.198100	-0.026300	Increase --warmup-steps from 40→200 on clean exp_156 base: at ratio=130 (≈27,274 steps), 40-step warmup is only 0.15% of training — far shorter than the standard 0.5–2% recommendation. The Muon momentum warmup already runs 400 steps; aligning LR warmup to 200 steps reduces the mismatch and gives a more gradual LR ramp during early Muon optimization. No code changes, pure flag.
185	156	5	000/007/020/025/156/185	opt	discard	0.203200	-0.021200	Raise value_embeds AdamW LR from 0.5×→1.0× embedding_lr (0.15→0.30) on clean exp_156 base: value_embeds are ResFormer residuals of shape (vocab_size, kv_dim) — structurally identical to wte yet trained at half the embedding LR with no clear justification. At ratio=130 (~27K steps) this conservative haircut may leave value_embeds systematically under-adapted vs wte. Matching their LRs allows them to converge on equal footing. exp_084 tested the same change on exp_025 base (−0.0037, within noise floor ~0.005); on exp_156 base the dynamics with logit_bias may shift the outcome.
186	156	5	000/007/020/025/156/186	arch	discard	0.200800	-0.023600	Add post-norm (sandwich norm) to Block.forward: wrap each sub-layer output with norm() before residual add — norm(attn(norm(x))) and norm(mlp(norm(x))). Follows Gemma-2 / OLMo-2 design validated at scale. Zero-init c_proj means norm(0)=0 so init is unchanged. No new parameters (F.rms_norm is parameter-free). Stabilizes per-block gradient magnitude through residuals.
187	156	5	000/007/020/025/156/187	sys	discard	0.211400	-0.013000	Enable FP8 tensorwise training (--fp8) on exp_156 base, excluding lm_head from FP8 conversion to protect vocab gradient quality. exp_004 (ratio=12) hurt by -0.017, but ratio=130 is well-converged: gradients are stable and quantization noise is smaller relative to signal. relu^2 activation (vs SwiGLU) generates fewer outliers, reducing FP8 error. lm_head (768→32768) kept BF16 since its backward GEMM accumulates gradients over 32K vocab — most quality-critical matmul. All 72 attention/MLP linears use FP8 for ~30% step speedup.
188	156	5	000/007/020/025/156/188	data	discard	0.203800	-0.020600	Add document tail recycling: when a document is cropped to fill the remaining row space, prepend BOS to the tail (≥64 tokens) and add it back to the buffer as a BOS-aligned pseudo-document. Recovers ~35% of tokens discarded by crop events — these tail tokens were valid text but were thrown away. BOS prefix preserves the packing invariant (every placed segment starts with BOS). Recycled tails displace fresh parquet reads only marginally (~1 tail per row), preserving near-100% fresh-data diversity while boosting per-document completeness.
189	156	5	000/007/020/025/156/189	sched	discard	0.181600	-0.042800	Switch Muon weight-decay schedule from cosine-decay-to-zero to constant (weight_decay_scaled) on clean exp_156 base: the current schedule drops WD to 0 exactly at the final training step, leaving the model unregularized during late warmdown convergence; constant WD maintains L2 regularization throughout and may improve CORE-metric generalization.
190	156	5	000/007/020/025/156/190	opt	discard	0.210600	-0.013800	Raise Muon NorMuon variance-reduction beta2 from 0.9→0.95 on clean exp_156 base: the NorMuon paper (arXiv 2510.05491, cited in optim.py) recommends β2=0.95 for the factored second-moment EMA; the current 0.9 adapts too fast, producing a noisy per-neuron scale. Smoother variance estimate should stabilise the adaptive LR, especially during warmdown where gradients are already decaying.
191	156	5	000/007/020/025/156/191	arch	train_budget_overrun			Differential Attention (arXiv:2410.05258, ICLR 2025): split Q,K,V along head_dim into halves (64-dim each), compute 4 SDPA calls with matching dims (flash backend), combine as y=(attn1-λ*attn2) where λ=sigmoid(diff_lambdas[i]) per layer. Paper shows ~35% token-efficiency gain. Depth-dependent init λ: 0.20→0.79 (matching paper's λ_init schedule). +12 scalar params. 4×attention kernel calls keeps flash backend; ~15% wall-time overhead estimated.
192	156	5	000/007/020/025/156/192	sched	preflight_crash			Reduce warmdown-ratio 0.65→0.50 and change LR warmdown from linear to sqrt shape on exp_156 base: sqrt decay (LR = final_lr_frac + (1-final_lr_frac)*sqrt(progress)) stays near peak LR longer during warmdown then drops sharply at the end, giving more effective stable-phase equivalent training; shorter warmdown-ratio also increases time at full LR. WSD dynamics research finds power-law decay shapes competitive; both changes push toward less aggressive early annealing.
193	156	5	000/007/020/025/156/193	sched	preflight_crash			Reduce warmdown-ratio 0.65→0.50 and change LR warmdown from linear to sqrt shape on exp_156 base: sqrt decay (LR = final_lr_frac + (1-final_lr_frac)*sqrt(progress)) stays near peak LR longer during warmdown then drops sharply at the end, giving more effective stable-phase equivalent training; shorter warmdown-ratio also increases time at full LR. WSD dynamics research finds power-law decay shapes competitive; both changes push toward less aggressive early annealing.
194	156	5	000/007/020/025/156/194	arch	preflight_crash			Add per-head attention output gate (12×n_head Linear, AdamW) on clean exp_156 base: sigmoid gate conditioned on first 12 dims of pre-norm residual stream scales each head's output independently. Directly from modded-nanogpt PR #117 (−55 steps WR). Gate suppresses BOS attention-sink and learns head importance per token. 864 extra params, AdamW not Muon (asymmetric matrix).
195	156	5	000/007/020/025/156/195	sched	preflight_crash			Replace linear LR warmdown with cosine warmdown (half-cosine from 1.0→final_lr_frac over warmdown_ratio=0.65 of training) on clean exp_156 base: cosine maintains ~15-20% higher effective LR through first 60% of the warmdown phase vs linear, then decays more steeply in the final 40%, giving the model more learning time at high LR before convergence. All other args unchanged (ratio=130, warmup=40, final-lr-frac=0.05).
196	156	5	000/007/020/025/156/196	sys	preflight_crash			Reduce --eval-tokens 10× (80→8 ×524288) to reclaim ~6-10 min of val-bpb eval overhead, redirecting budget to ratio 130→155 (+19% training tokens) on clean exp_156 base. Eval reduction has no training-quality effect; 4M tokens gives SE<0.0001 on val_bpb. Log-linear scaling law (calibrated on ratio 100→130, +0.021) predicts +0.014 at 130→155.
197	156	5	000/007/020/025/156/197	sched	preflight_crash			Replace linear LR warmdown with cosine warmdown (half-cosine from 1.0→final_lr_frac over warmdown_ratio=0.65) on exp_156 base: cosine maintains ~15% higher effective LR through first 60% of warmdown then decays more steeply at end, giving more training time near peak LR before convergence. Formula: final_lr_frac + (1-final_lr_frac)*0.5*(1+cos(π*(1-progress))). All other args unchanged (ratio=130, warmup=40, final-lr-frac=0.05). Retry of exp_195 which crashed due to the infrastructure sync infrastructure failure, not code.
198	156	5	000/007/020/025/156/198	sys	preflight_crash			Reduce --eval-tokens 10× (80→8×524288, saves ~6-10 min) and redirect budget to ratio 130→155 (+19% tokens, ~32K steps): exp_196 had identical changes but crashed on the infrastructure failure. Resubmit clean config.
199	156	5	000/007/020/025/156/199	opt	preflight_crash			Add stateless MuonEq-R/C pre-orthogonalization equilibration to muon_step_fused: for tall matrices normalize columns (polar express uses column Gram X^TX), for wide/square normalize rows (X X^T), before the Frobenius normalization + polar express. This makes the Gram matrix fed into the 5-iteration polynomial closer to identity, yielding a more accurate quasi-unitary output. Keeps post-polar-express NorMuon intact. arXiv:2603.28254 (MuonEq) shows pre-equilibration outperforms post-rescaling (NorMuon) on 130M/350M LLM pretraining; this adds it as a complementary step on top of NorMuon.
200	156	5	000/007/020/025/156/200	opt	preflight_crash			Add stateless MuonEq-R/C pre-orthogonalization equilibration to muon_step_fused: for tall matrices normalize columns (polar express uses column Gram X^TX), for wide/square normalize rows (X X^T), before the Frobenius normalization + polar express. This makes the Gram matrix fed into the 5-iteration polynomial closer to identity, yielding a more accurate quasi-unitary output. Keeps post-polar-express NorMuon intact. arXiv:2603.28254 (MuonEq) shows pre-equilibration outperforms post-rescaling (NorMuon) on 130M/350M LLM pretraining; this adds it as a complementary step on top of NorMuon.
157	025	4	000/007/020/025/157	sys	discard	0.210700	-0.013700	Rebase to clean exp_025 state: reverts exp_150 fullgraph=True regression (−0.021) and accumulated PYTORCH_CUDA_ALLOC_CONF fix from exp_142 (−0.017). Restores best-known sys recipe: BF16, ratio=130, window=L, default torch.compile mode.
158	025	4	000/007/020/025/158	sched	discard	0.188200	-0.036200	Couple WD decay to LR warmdown: hold WD constant at peak (weight_decay_scaled) during the constant-LR phase, then cosine-decay from peak→0 only during warmdown — instead of global cosine decay across all training (which wastes ~42% WD by warmdown_start at step 35%).
159	025	4	000/007/020/025/159	opt	discard	0.215700	-0.008700	Schedule NorMuon beta2 from 0.9→0.95 linearly during warmdown (last 65% of training): keep fast variance adaptation (beta2=0.9) during warmup/constant phase, stabilise to 0.95 at end so decaying-LR steps are guided by stable second-moment estimates.
160	025	4	000/007/020/025/160	data	discard	0.209200	-0.015200	Restore buffer_size from 100→1000: revert exp_155's harmful reduction (got 0.2013 vs 0.2241). The only structural diff from exp_025 in the current workdir; literature (arXiv:2511.18903) confirms data ordering changes are ineffective during LR warmdown, and at ratio=130 all 37% of epoch-2 data falls entirely in warmdown — explaining why all 20+ data experiments have been discards. Restoring the known-best data config to cleanly re-establish the exp_025 baseline for the data domain.
164	025	4	000/007/020/025/164	sched	discard	0.216200	-0.008200	Revert broken exp_158 WD schedule (hold-then-cosine, core=0.188) back to exp_025's global cosine WD, and probe --target-param-data-ratio=135 (midpoint between 130=keep/0.2241 and 140=-0.003); exp_121's ratio=133 result (0.2087) was likely dirty-workdir noise.
170	025	4	000/007/020/025/170	sched	discard	0.201000	-0.023400	Combine warmdown-ratio 0.65→0.70 + AdamW β₂ warmdown schedule (initial→0.999 linearly during warmdown) on clean exp_025 base: both changes individually were closest-to-best discards (−0.0018 and −0.0022 respectively); the combination is untested and may be synergistic since longer warmdown gives β₂ ramp more steps to stabilize variance estimates at low LR.
026	020	3	000/007/020/026	arch	discard	0.205800	-0.018300	Enable value embeddings (ResFormer-style) on ALL 12 layers instead of alternating 6. has_ve() now returns True unconditionally, doubling VE coverage with negligible compute overhead: matmul FLOPs and training iterations are unchanged (VE params excluded from scaling_params), only embedding lookups add cost. Gives every layer direct access to token-level residuals, potentially alleviating attention concentration in odd layers that previously lacked VEs.
027	020	3	000/007/020/027	opt	discard	0.203600	-0.020500	Rebase to ratio=100 (longer training), revert Muon LR formula to asymmetric (fix exp_023's harmful symmetric change), and increase NorMuon beta2 from exp_020's 0.9 to 0.95 for smoother per-neuron variance adaptation over the ~20k-step training horizon at ratio=100.
028	020	3	000/007/020/028	data	discard	0.214600	-0.009500	Increase target-param-data-ratio from 100→130 on top of exp_020's window=L base: 30% more training tokens, estimated ~78 min wall (exp_020 at ratio=100 finished in ~60 min).
022	007	2	000/007/022	arch	discard	0.141000	-0.061900	GQA 2:1: reduce n_kv_head from 6→3 (num_heads//2) while keeping n_head=6. SDPA already handles GQA via enable_gqa=True. Forces 3 query-heads to share each KV-head (regularization), shrinks c_k/c_v ~7M params (→6% fewer training tokens, faster run), and reduces value_embed tables from kv_dim=768→384 (large VRAM saving).
023	007	2	000/007/023	opt	discard	0.152300	-0.050600	Fix asymmetric Muon LR scaling: wide matrices (MLP c_proj 768×3072) got only 1× LR while tall matrices (c_fc 3072×768) got 2×; change to (max_dim/min_dim)^0.5 for all shapes, equalising per-element update magnitude across Q/K/V/O (sq), c_fc (tall), and c_proj (wide).
008	000	1	000/008	opt	discard	0.149700	-0.019800	Revert Muon NorMuon beta2 to 0.9 (undo discarded exp_003) + raise lm_head AdamW betas from (0.8, 0.96) to (0.9, 0.99) for more stable variance tracking on the 32768-dim unembedding layer.
009	000	1	000/009	arch	discard	0.153100	-0.016400	Revert MLP to relu^2 (4x, relu(x).square()) from failed SwiGLU exp_002; restore full-scale c_fc init; increase logit softcap 15→20 (nanochat LOG confirms 20 optimal at d24).
010	000	1	000/010	sched	discard	0.157000	-0.012500	Shorten warmdown from 65% to 20% of training (research-backed: optimal WSD decay phase should be brief) + revert LR warmdown to linear (D2Z): spend 80% of compute at peak LR instead of 35%.
021	000	1	000/021	data	discard	0.187200	-0.015700	Train 7.5x longer (target-param-data-ratio 12→90) to fill the ~80-min available compute budget; model used only ~6% of ClimbMix at ratio=12 and val_bpb was still dropping rapidly at end. Also reverts exp_005's harmful tail-recovery packing.
